user_id,date,channel,touch_order,is_last_touch,region
4153,2026-01-24 06:00:00,Paid Search,2,False,Region_B
4153,2026-01-24 12:00:00,Paid Search,3,False,Region_B
4153,2026-01-24 18:00:00,Referral,4,True,Region_B
4154,2026-01-24 00:00:00,Influencer,1,True,Region_A
4155,2026-01-24 00:00:00,Paid Search,1,False,Region_B
4155,2026-01-24 06:00:00,Influencer,2,True,Region_B
4156,2026-01-24 00:00:00,Organic,1,True,Region_A
4157,2026-01-24 00:00:00,Organic,1,True,Region_B
4158,2026-01-24 00:00:00,Paid Social,1,False,Region_B
4158,2026-01-24 06:00:00,Paid Search,2,True,Region_B
4159,2026-01-24 00:00:00,Paid Social,1,True,Region_B
4160,2026-01-24 00:00:00,Influencer,1,False,Region_A
4160,2026-01-24 06:00:00,Paid Search,2,False,Region_A
4160,2026-01-24 12:00:00,Direct,3,True,Region_A
4161,2026-01-24 00:00:00,Paid Social,1,False,Region_A
4161,2026-01-24 06:00:00,Direct,2,False,Region_A
4161,2026-01-24 12:00:00,Organic,3,True,Region_A
4162,2026-01-24 00:00:00,Organic,1,True,Region_A
4163,2026-01-24 00:00:00,Referral,1,False,Region_B
4163,2026-01-24 06:00:00,Paid Search,2,True,Region_B
4164,2026-01-24 00:00:00,Influencer,1,False,Region_A
4164,2026-01-24 06:00:00,Influencer,2,False,Region_A
4164,2026-01-24 12:00:00,Direct,3,False,Region_A
4164,2026-01-24 18:00:00,Direct,4,True,Region_A
4165,2026-01-24 00:00:00,Influencer,1,False,Region_B
4165,2026-01-24 06:00:00,Organic,2,True,Region_B
4166,2026-01-24 00:00:00,Paid Search,1,True,Region_A
4167,2026-01-24 00:00:00,Influencer,1,True,Region_B
4168,2026-01-24 00:00:00,Paid Social,1,False,Region_A
4168,2026-01-24 06:00:00,Paid Social,2,False,Region_A
4168,2026-01-24 12:00:00,Direct,3,True,Region_A
4169,2026-01-24 00:00:00,Paid Search,1,True,Region_B
4170,2026-01-24 00:00:00,Influencer,1,True,Region_B
4171,2026-01-24 00:00:00,Paid Social,1,False,Region_A
4171,2026-01-24 06:00:00,Referral,2,False,Region_A
4171,2026-01-24 12:00:00,Paid Search,3,True,Region_A
4172,2026-01-24 00:00:00,Influencer,1,False,Region_A
4172,2026-01-24 06:00:00,Organic,2,False,Region_A
4172,2026-01-24 12:00:00,Paid Search,3,True,Region_A
4173,2026-01-24 00:00:00,Paid Social,1,True,Region_B
4174,2026-01-24 00:00:00,Paid Social,1,False,Region_A
4174,2026-01-24 06:00:00,Paid Social,2,False,Region_A
4174,2026-01-24 12:00:00,Referral,3,True,Region_A
4175,2026-01-24 00:00:00,Paid Social,1,False,Region_B
4175,2026-01-24 06:00:00,Referral,2,True,Region_B
4176,2026-01-24 00:00:00,Organic,1,True,Region_B
4177,2026-01-24 00:00:00,Paid Social,1,False,Region_A
4177,2026-01-24 06:00:00,Direct,2,True,Region_A
4178,2026-01-24 00:00:00,Paid Search,1,True,Region_B
4179,2026-01-24 00:00:00,Paid Social,1,False,Region_B
4179,2026-01-24 06:00:00,Paid Search,2,True,Region_B
4180,2026-01-24 00:00:00,Paid Social,1,True,Region_A
4181,2026-01-24 00:00:00,Paid Social,1,False,Region_A
4181,2026-01-24 06:00:00,Referral,2,False,Region_A
4181,2026-01-24 12:00:00,Referral,3,False,Region_A
4181,2026-01-24 18:00:00,Referral,4,True,Region_A
4182,2026-01-24 00:00:00,Influencer,1,False,Region_A
4182,2026-01-24 06:00:00,Direct,2,True,Region_A
4183,2026-01-24 00:00:00,Influencer,1,False,Region_B
4183,2026-01-24 06:00:00,Influencer,2,False,Region_B
4183,2026-01-24 12:00:00,Organic,3,False,Region_B
4183,2026-01-24 18:00:00,Organic,4,True,Region_B
4184,2026-01-24 00:00:00,Influencer,1,False,Region_A
4184,2026-01-24 06:00:00,Paid Search,2,True,Region_A
4185,2026-01-24 00:00:00,Influencer,1,False,Region_B
4185,2026-01-24 06:00:00,Paid Search,2,True,Region_B
4186,2026-01-24 00:00:00,Influencer,1,False,Region_A
4186,2026-01-24 06:00:00,Paid Search,2,True,Region_A
4187,2026-01-24 00:00:00,Referral,1,True,Region_A
4188,2026-01-24 00:00:00,Direct,1,False,Region_A
4188,2026-01-24 06:00:00,Paid Search,2,True,Region_A
4189,2026-01-24 00:00:00,Influencer,1,False,Region_A
4189,2026-01-24 06:00:00,Paid Search,2,True,Region_A
4190,2026-01-24 00:00:00,Paid Search,1,False,Region_B
4190,2026-01-24 06:00:00,Paid Search,2,True,Region_B
4191,2026-01-24 00:00:00,Influencer,1,True,Region_A
4192,2026-01-24 00:00:00,Influencer,1,False,Region_B
4192,2026-01-24 06:00:00,Paid Social,2,False,Region_B
4192,2026-01-24 12:00:00,Influencer,3,False,Region_B
4192,2026-01-24 18:00:00,Organic,4,True,Region_B
4193,2026-01-24 00:00:00,Paid Search,1,False,Region_B
4193,2026-01-24 06:00:00,Paid Social,2,False,Region_B
4193,2026-01-24 12:00:00,Paid Social,3,True,Region_B
4194,2026-01-24 00:00:00,Influencer,1,False,Region_B
4194,2026-01-24 06:00:00,Organic,2,True,Region_B
4195,2026-01-24 00:00:00,Influencer,1,True,Region_B
4196,2026-01-24 00:00:00,Influencer,1,True,Region_B
4197,2026-01-24 00:00:00,Paid Social,1,True,Region_B
4198,2026-01-24 00:00:00,Paid Social,1,False,Region_A
4198,2026-01-24 06:00:00,Organic,2,False,Region_A
4198,2026-01-24 12:00:00,Organic,3,False,Region_A
4198,2026-01-24 18:00:00,Referral,4,True,Region_A
4199,2026-01-24 00:00:00,Direct,1,False,Region_B
4199,2026-01-24 06:00:00,Referral,2,True,Region_B
4200,2026-01-24 00:00:00,Influencer,1,False,Region_B
4200,2026-01-24 06:00:00,Direct,2,True,Region_B
4201,2026-01-24 00:00:00,Paid Search,1,False,Region_A
4201,2026-01-24 06:00:00,Referral,2,False,Region_A
4201,2026-01-24 12:00:00,Referral,3,True,Region_A
4202,2026-01-24 00:00:00,Influencer,1,False,Region_A
4202,2026-01-24 06:00:00,Paid Social,2,True,Region_A
4203,2026-01-24 00:00:00,Paid Social,1,True,Region_B
4204,2026-01-24 00:00:00,Organic,1,False,Region_B
4204,2026-01-24 06:00:00,Influencer,2,False,Region_B
4204,2026-01-24 12:00:00,Organic,3,True,Region_B
4205,2026-01-24 00:00:00,Influencer,1,True,Region_B
4206,2026-01-24 00:00:00,Paid Social,1,False,Region_B
4206,2026-01-24 06:00:00,Direct,2,False,Region_B
4206,2026-01-24 12:00:00,Paid Search,3,False,Region_B
4206,2026-01-24 18:00:00,Influencer,4,True,Region_B
4207,2026-01-24 00:00:00,Paid Social,1,False,Region_A
4207,2026-01-24 06:00:00,Referral,2,True,Region_A
4208,2026-01-24 00:00:00,Paid Search,1,True,Region_B
4209,2026-01-24 00:00:00,Direct,1,False,Region_A
4209,2026-01-24 06:00:00,Referral,2,True,Region_A
4210,2026-01-24 00:00:00,Influencer,1,False,Region_A
4210,2026-01-24 06:00:00,Influencer,2,False,Region_A
4210,2026-01-24 12:00:00,Paid Social,3,False,Region_A
4210,2026-01-24 18:00:00,Paid Search,4,True,Region_A
4211,2026-01-24 00:00:00,Paid Social,1,False,Region_A
4211,2026-01-24 06:00:00,Influencer,2,True,Region_A
4212,2026-01-24 00:00:00,Influencer,1,False,Region_A
4212,2026-01-24 06:00:00,Referral,2,False,Region_A
4212,2026-01-24 12:00:00,Paid Social,3,True,Region_A
4213,2026-01-24 00:00:00,Paid Social,1,True,Region_B
4214,2026-01-24 00:00:00,Paid Social,1,False,Region_A
4214,2026-01-24 06:00:00,Paid Search,2,True,Region_A
4215,2026-01-24 00:00:00,Paid Social,1,True,Region_B
4216,2026-01-24 00:00:00,Influencer,1,False,Region_A
4216,2026-01-24 06:00:00,Referral,2,False,Region_A
4216,2026-01-24 12:00:00,Influencer,3,False,Region_A
4216,2026-01-24 18:00:00,Paid Social,4,True,Region_A
4217,2026-01-24 00:00:00,Paid Social,1,False,Region_A
4217,2026-01-24 06:00:00,Direct,2,True,Region_A
4218,2026-01-24 00:00:00,Influencer,1,True,Region_B
4219,2026-01-24 00:00:00,Influencer,1,False,Region_A
4219,2026-01-24 06:00:00,Influencer,2,False,Region_A
4219,2026-01-24 12:00:00,Paid Search,3,False,Region_A
4219,2026-01-24 18:00:00,Paid Social,4,True,Region_A
4220,2026-01-24 00:00:00,Influencer,1,True,Region_A
4221,2026-01-24 00:00:00,Paid Search,1,False,Region_A
4221,2026-01-24 06:00:00,Direct,2,False,Region_A
4221,2026-01-24 12:00:00,Referral,3,False,Region_A
4221,2026-01-24 18:00:00,Paid Search,4,True,Region_A
4222,2026-01-24 00:00:00,Paid Search,1,False,Region_B
4222,2026-01-24 06:00:00,Paid Search,2,True,Region_B
4223,2026-01-24 00:00:00,Paid Social,1,False,Region_B
4223,2026-01-24 06:00:00,Direct,2,True,Region_B
4224,2026-01-24 00:00:00,Paid Search,1,False,Region_B
4224,2026-01-24 06:00:00,Paid Social,2,False,Region_B
4224,2026-01-24 12:00:00,Referral,3,False,Region_B
4224,2026-01-24 18:00:00,Paid Search,4,True,Region_B
4225,2026-01-24 00:00:00,Paid Social,1,False,Region_B
4225,2026-01-24 06:00:00,Direct,2,True,Region_B
4226,2026-01-24 00:00:00,Influencer,1,True,Region_B
4227,2026-01-24 00:00:00,Influencer,1,True,Region_B
4228,2026-01-24 00:00:00,Influencer,1,False,Region_A
4228,2026-01-24 06:00:00,Paid Social,2,False,Region_A
4228,2026-01-24 12:00:00,Direct,3,True,Region_A
4229,2026-01-24 00:00:00,Paid Social,1,False,Region_A
4229,2026-01-24 06:00:00,Influencer,2,False,Region_A
4229,2026-01-24 12:00:00,Direct,3,True,Region_A
4230,2026-01-24 00:00:00,Paid Search,1,False,Region_B
4230,2026-01-24 06:00:00,Paid Search,2,True,Region_B
4231,2026-01-24 00:00:00,Paid Search,1,True,Region_A
4232,2026-01-24 00:00:00,Influencer,1,True,Region_B
4233,2026-01-24 00:00:00,Paid Search,1,False,Region_A
4233,2026-01-24 06:00:00,Referral,2,True,Region_A
4234,2026-01-24 00:00:00,Paid Social,1,False,Region_B
4234,2026-01-24 06:00:00,Organic,2,False,Region_B
4234,2026-01-24 12:00:00,Paid Search,3,True,Region_B
4235,2026-01-24 00:00:00,Paid Search,1,False,Region_B
4235,2026-01-24 06:00:00,Paid Search,2,True,Region_B
4236,2026-01-24 00:00:00,Paid Search,1,True,Region_A
4237,2026-01-24 00:00:00,Paid Search,1,False,Region_B
4237,2026-01-24 06:00:00,Influencer,2,False,Region_B
4237,2026-01-24 12:00:00,Organic,3,False,Region_B
4237,2026-01-24 18:00:00,Direct,4,True,Region_B
4238,2026-01-24 00:00:00,Influencer,1,False,Region_B
4238,2026-01-24 06:00:00,Referral,2,False,Region_B
4238,2026-01-24 12:00:00,Organic,3,False,Region_B
4238,2026-01-24 18:00:00,Paid Social,4,True,Region_B
4239,2026-01-24 00:00:00,Influencer,1,True,Region_B
4240,2026-01-24 00:00:00,Influencer,1,True,Region_A
4241,2026-01-24 00:00:00,Influencer,1,False,Region_B
4241,2026-01-24 06:00:00,Paid Search,2,True,Region_B
4242,2026-01-24 00:00:00,Influencer,1,False,Region_A
4242,2026-01-24 06:00:00,Direct,2,True,Region_A
4243,2026-01-24 00:00:00,Influencer,1,False,Region_A
4243,2026-01-24 06:00:00,Direct,2,True,Region_A
4244,2026-01-24 00:00:00,Paid Search,1,True,Region_A
4245,2026-01-24 00:00:00,Direct,1,False,Region_B
4245,2026-01-24 06:00:00,Direct,2,True,Region_B
4246,2026-01-24 00:00:00,Paid Social,1,True,Region_B
4247,2026-01-24 00:00:00,Paid Social,1,False,Region_B
4247,2026-01-24 06:00:00,Referral,2,True,Region_B
4248,2026-01-24 00:00:00,Influencer,1,False,Region_B
4248,2026-01-24 06:00:00,Paid Search,2,False,Region_B
4248,2026-01-24 12:00:00,Referral,3,False,Region_B
4248,2026-01-24 18:00:00,Paid Search,4,True,Region_B
4249,2026-01-24 00:00:00,Organic,1,True,Region_A
4250,2026-01-24 00:00:00,Influencer,1,True,Region_A
4251,2026-01-24 00:00:00,Influencer,1,False,Region_A
4251,2026-01-24 06:00:00,Paid Social,2,True,Region_A
4252,2026-01-24 00:00:00,Organic,1,True,Region_A
4253,2026-01-24 00:00:00,Paid Social,1,False,Region_A
4253,2026-01-24 06:00:00,Influencer,2,False,Region_A
4253,2026-01-24 12:00:00,Paid Social,3,True,Region_A
4254,2026-01-24 00:00:00,Organic,1,True,Region_B
4255,2026-01-24 00:00:00,Paid Search,1,True,Region_B
4256,2026-01-24 00:00:00,Referral,1,False,Region_A
4256,2026-01-24 06:00:00,Paid Search,2,True,Region_A
4257,2026-01-24 00:00:00,Paid Social,1,False,Region_A
4257,2026-01-24 06:00:00,Direct,2,False,Region_A
4257,2026-01-24 12:00:00,Paid Social,3,False,Region_A
4257,2026-01-24 18:00:00,Paid Search,4,True,Region_A
4258,2026-01-24 00:00:00,Influencer,1,False,Region_B
4258,2026-01-24 06:00:00,Referral,2,True,Region_B
4259,2026-01-24 00:00:00,Paid Search,1,False,Region_B
4259,2026-01-24 06:00:00,Paid Search,2,True,Region_B
4260,2026-01-24 00:00:00,Paid Social,1,False,Region_B
4260,2026-01-24 06:00:00,Influencer,2,True,Region_B
4261,2026-01-24 00:00:00,Influencer,1,False,Region_A
4261,2026-01-24 06:00:00,Organic,2,False,Region_A
4261,2026-01-24 12:00:00,Direct,3,True,Region_A
4262,2026-01-24 00:00:00,Paid Search,1,False,Region_B
4262,2026-01-24 06:00:00,Direct,2,False,Region_B
4262,2026-01-24 12:00:00,Organic,3,False,Region_B
4262,2026-01-24 18:00:00,Direct,4,True,Region_B
4263,2026-01-24 00:00:00,Direct,1,True,Region_B
4264,2026-01-24 00:00:00,Paid Social,1,False,Region_A
4264,2026-01-24 06:00:00,Paid Search,2,True,Region_A
4265,2026-01-24 00:00:00,Influencer,1,False,Region_A
4265,2026-01-24 06:00:00,Paid Social,2,True,Region_A
4266,2026-01-24 00:00:00,Paid Search,1,False,Region_A
4266,2026-01-24 06:00:00,Direct,2,True,Region_A
4267,2026-01-24 00:00:00,Referral,1,False,Region_A
4267,2026-01-24 06:00:00,Influencer,2,True,Region_A
4268,2026-01-24 00:00:00,Paid Search,1,True,Region_B
4269,2026-01-24 00:00:00,Influencer,1,True,Region_A
4270,2026-01-24 00:00:00,Influencer,1,False,Region_B
4270,2026-01-24 06:00:00,Direct,2,True,Region_B
4271,2026-01-24 00:00:00,Paid Search,1,False,Region_B
4271,2026-01-24 06:00:00,Organic,2,False,Region_B
4271,2026-01-24 12:00:00,Referral,3,False,Region_B
4271,2026-01-24 18:00:00,Organic,4,True,Region_B
4272,2026-01-24 00:00:00,Influencer,1,False,Region_A
4272,2026-01-24 06:00:00,Paid Social,2,False,Region_A
4272,2026-01-24 12:00:00,Organic,3,False,Region_A
4272,2026-01-24 18:00:00,Paid Social,4,True,Region_A
4273,2026-01-24 00:00:00,Paid Social,1,False,Region_B
4273,2026-01-24 06:00:00,Referral,2,False,Region_B
4273,2026-01-24 12:00:00,Referral,3,False,Region_B
4273,2026-01-24 18:00:00,Paid Search,4,True,Region_B
4274,2026-01-24 00:00:00,Paid Social,1,False,Region_B
4274,2026-01-24 06:00:00,Paid Search,2,False,Region_B
4274,2026-01-24 12:00:00,Paid Social,3,True,Region_B
4275,2026-01-24 00:00:00,Paid Social,1,False,Region_B
4275,2026-01-24 06:00:00,Direct,2,True,Region_B
4276,2026-01-24 00:00:00,Paid Search,1,False,Region_B
4276,2026-01-24 06:00:00,Paid Social,2,False,Region_B
4276,2026-01-24 12:00:00,Paid Social,3,False,Region_B
4276,2026-01-24 18:00:00,Referral,4,True,Region_B
4277,2026-01-24 00:00:00,Referral,1,True,Region_B
4278,2026-01-24 00:00:00,Paid Social,1,True,Region_A
4279,2026-01-24 00:00:00,Paid Social,1,False,Region_A
4279,2026-01-24 06:00:00,Paid Search,2,True,Region_A
4280,2026-01-24 00:00:00,Paid Social,1,False,Region_B
4280,2026-01-24 06:00:00,Paid Social,2,True,Region_B
4281,2026-01-24 00:00:00,Direct,1,False,Region_A
4281,2026-01-24 06:00:00,Paid Search,2,True,Region_A
4282,2026-01-24 00:00:00,Paid Social,1,True,Region_B
4283,2026-01-24 00:00:00,Referral,1,False,Region_B
4283,2026-01-24 06:00:00,Paid Social,2,True,Region_B
4284,2026-01-24 00:00:00,Influencer,1,True,Region_A
4285,2026-01-24 00:00:00,Paid Social,1,False,Region_A
4285,2026-01-24 06:00:00,Organic,2,False,Region_A
4285,2026-01-24 12:00:00,Paid Search,3,True,Region_A
4286,2026-01-24 00:00:00,Influencer,1,False,Region_B
4286,2026-01-24 06:00:00,Paid Social,2,True,Region_B
4287,2026-01-25 00:00:00,Referral,1,False,Region_B
4287,2026-01-25 06:00:00,Organic,2,False,Region_B
4287,2026-01-25 12:00:00,Paid Search,3,True,Region_B
4288,2026-01-25 00:00:00,Referral,1,True,Region_B
4289,2026-01-25 00:00:00,Influencer,1,False,Region_B
4289,2026-01-25 06:00:00,Organic,2,False,Region_B
4289,2026-01-25 12:00:00,Direct,3,False,Region_B
4289,2026-01-25 18:00:00,Direct,4,True,Region_B
4290,2026-01-25 00:00:00,Direct,1,True,Region_A
4291,2026-01-25 00:00:00,Influencer,1,True,Region_A
4292,2026-01-25 00:00:00,Influencer,1,False,Region_B
4292,2026-01-25 06:00:00,Direct,2,True,Region_B
4293,2026-01-25 00:00:00,Influencer,1,True,Region_A
4294,2026-01-25 00:00:00,Organic,1,False,Region_A
4294,2026-01-25 06:00:00,Paid Search,2,False,Region_A
4294,2026-01-25 12:00:00,Direct,3,True,Region_A
4295,2026-01-25 00:00:00,Paid Search,1,False,Region_B
4295,2026-01-25 06:00:00,Referral,2,False,Region_B
4295,2026-01-25 12:00:00,Organic,3,True,Region_B
4296,2026-01-25 00:00:00,Direct,1,False,Region_A
4296,2026-01-25 06:00:00,Direct,2,True,Region_A
4297,2026-01-25 00:00:00,Paid Search,1,False,Region_B
4297,2026-01-25 06:00:00,Referral,2,False,Region_B
4297,2026-01-25 12:00:00,Direct,3,True,Region_B
4298,2026-01-25 00:00:00,Organic,1,False,Region_B
4298,2026-01-25 06:00:00,Direct,2,False,Region_B
4298,2026-01-25 12:00:00,Paid Social,3,True,Region_B
4299,2026-01-25 00:00:00,Influencer,1,False,Region_B
4299,2026-01-25 06:00:00,Influencer,2,False,Region_B
4299,2026-01-25 12:00:00,Influencer,3,False,Region_B
4299,2026-01-25 18:00:00,Referral,4,True,Region_B
4300,2026-01-25 00:00:00,Direct,1,True,Region_B
4301,2026-01-25 00:00:00,Influencer,1,False,Region_B
4301,2026-01-25 06:00:00,Paid Search,2,True,Region_B
4302,2026-01-25 00:00:00,Paid Search,1,False,Region_A
4302,2026-01-25 06:00:00,Paid Social,2,False,Region_A
4302,2026-01-25 12:00:00,Organic,3,True,Region_A
4303,2026-01-25 00:00:00,Influencer,1,True,Region_B
4304,2026-01-25 00:00:00,Paid Search,1,False,Region_A
4304,2026-01-25 06:00:00,Direct,2,True,Region_A
4305,2026-01-25 00:00:00,Direct,1,False,Region_B
4305,2026-01-25 06:00:00,Paid Search,2,True,Region_B
4306,2026-01-25 00:00:00,Paid Social,1,True,Region_A
4307,2026-01-25 00:00:00,Referral,1,True,Region_A
4308,2026-01-25 00:00:00,Referral,1,False,Region_A
4308,2026-01-25 06:00:00,Influencer,2,True,Region_A
4309,2026-01-25 00:00:00,Paid Social,1,False,Region_B
4309,2026-01-25 06:00:00,Paid Search,2,False,Region_B
4309,2026-01-25 12:00:00,Paid Social,3,True,Region_B
4310,2026-01-25 00:00:00,Paid Search,1,False,Region_A
4310,2026-01-25 06:00:00,Referral,2,True,Region_A
4311,2026-01-25 00:00:00,Referral,1,True,Region_B
4312,2026-01-25 00:00:00,Direct,1,True,Region_B
4313,2026-01-25 00:00:00,Direct,1,False,Region_A
4313,2026-01-25 06:00:00,Paid Search,2,True,Region_A
4314,2026-01-25 00:00:00,Influencer,1,False,Region_B
4314,2026-01-25 06:00:00,Paid Social,2,True,Region_B
4315,2026-01-25 00:00:00,Paid Social,1,False,Region_B
4315,2026-01-25 06:00:00,Referral,2,False,Region_B
4315,2026-01-25 12:00:00,Referral,3,False,Region_B
4315,2026-01-25 18:00:00,Paid Search,4,True,Region_B
4316,2026-01-25 00:00:00,Paid Social,1,False,Region_A
4316,2026-01-25 06:00:00,Direct,2,False,Region_A
4316,2026-01-25 12:00:00,Direct,3,True,Region_A
4317,2026-01-25 00:00:00,Paid Search,1,False,Region_A
4317,2026-01-25 06:00:00,Paid Search,2,True,Region_A
4318,2026-01-25 00:00:00,Paid Search,1,False,Region_A
4318,2026-01-25 06:00:00,Paid Search,2,False,Region_A
4318,2026-01-25 12:00:00,Paid Social,3,False,Region_A
4318,2026-01-25 18:00:00,Direct,4,True,Region_A
4319,2026-01-25 00:00:00,Paid Social,1,True,Region_A
4320,2026-01-25 00:00:00,Paid Social,1,False,Region_A
4320,2026-01-25 06:00:00,Paid Search,2,True,Region_A
4321,2026-01-25 00:00:00,Influencer,1,False,Region_A
4321,2026-01-25 06:00:00,Paid Search,2,False,Region_A
4321,2026-01-25 12:00:00,Influencer,3,True,Region_A
4322,2026-01-25 00:00:00,Referral,1,False,Region_A
4322,2026-01-25 06:00:00,Organic,2,True,Region_A
4323,2026-01-25 00:00:00,Influencer,1,False,Region_A
4323,2026-01-25 06:00:00,Organic,2,False,Region_A
4323,2026-01-25 12:00:00,Influencer,3,False,Region_A
4323,2026-01-25 18:00:00,Influencer,4,True,Region_A
4324,2026-01-25 00:00:00,Influencer,1,False,Region_A
4324,2026-01-25 06:00:00,Referral,2,False,Region_A
4324,2026-01-25 12:00:00,Paid Social,3,False,Region_A
4324,2026-01-25 18:00:00,Referral,4,True,Region_A
4325,2026-01-25 00:00:00,Paid Search,1,False,Region_A
4325,2026-01-25 06:00:00,Influencer,2,True,Region_A
4326,2026-01-25 00:00:00,Paid Search,1,True,Region_A
4327,2026-01-25 00:00:00,Direct,1,False,Region_B
4327,2026-01-25 06:00:00,Organic,2,False,Region_B
4327,2026-01-25 12:00:00,Paid Search,3,True,Region_B
4328,2026-01-25 00:00:00,Paid Social,1,False,Region_A
4328,2026-01-25 06:00:00,Referral,2,True,Region_A
4329,2026-01-25 00:00:00,Paid Social,1,False,Region_B
4329,2026-01-25 06:00:00,Organic,2,True,Region_B
4330,2026-01-25 00:00:00,Paid Search,1,True,Region_A
4331,2026-01-25 00:00:00,Paid Search,1,False,Region_A
4331,2026-01-25 06:00:00,Referral,2,True,Region_A
4332,2026-01-25 00:00:00,Influencer,1,True,Region_A
4333,2026-01-25 00:00:00,Influencer,1,True,Region_B
4334,2026-01-25 00:00:00,Influencer,1,False,Region_A
4334,2026-01-25 06:00:00,Paid Social,2,False,Region_A
4334,2026-01-25 12:00:00,Direct,3,True,Region_A
4335,2026-01-25 00:00:00,Influencer,1,False,Region_B
4335,2026-01-25 06:00:00,Paid Search,2,True,Region_B
4336,2026-01-25 00:00:00,Influencer,1,True,Region_A
4337,2026-01-25 00:00:00,Referral,1,False,Region_A
4337,2026-01-25 06:00:00,Referral,2,True,Region_A
4338,2026-01-25 00:00:00,Influencer,1,False,Region_A
4338,2026-01-25 06:00:00,Referral,2,False,Region_A
4338,2026-01-25 12:00:00,Direct,3,False,Region_A
4338,2026-01-25 18:00:00,Paid Search,4,True,Region_A
4339,2026-01-25 00:00:00,Organic,1,False,Region_A
4339,2026-01-25 06:00:00,Referral,2,False,Region_A
4339,2026-01-25 12:00:00,Paid Search,3,True,Region_A
4340,2026-01-25 00:00:00,Paid Social,1,True,Region_A
4341,2026-01-25 00:00:00,Referral,1,True,Region_B
4342,2026-01-25 00:00:00,Paid Search,1,True,Region_A
4343,2026-01-25 00:00:00,Paid Social,1,True,Region_B
4344,2026-01-25 00:00:00,Paid Search,1,False,Region_A
4344,2026-01-25 06:00:00,Influencer,2,False,Region_A
4344,2026-01-25 12:00:00,Paid Search,3,True,Region_A
4345,2026-01-25 00:00:00,Influencer,1,False,Region_B
4345,2026-01-25 06:00:00,Paid Social,2,False,Region_B
4345,2026-01-25 12:00:00,Referral,3,True,Region_B
4346,2026-01-25 00:00:00,Influencer,1,True,Region_B
4347,2026-01-25 00:00:00,Referral,1,False,Region_A
4347,2026-01-25 06:00:00,Organic,2,True,Region_A
4348,2026-01-25 00:00:00,Direct,1,False,Region_B
4348,2026-01-25 06:00:00,Direct,2,True,Region_B
4349,2026-01-25 00:00:00,Paid Social,1,False,Region_B
4349,2026-01-25 06:00:00,Direct,2,False,Region_B
4349,2026-01-25 12:00:00,Direct,3,True,Region_B
4350,2026-01-25 00:00:00,Paid Social,1,False,Region_A
4350,2026-01-25 06:00:00,Referral,2,True,Region_A
4351,2026-01-25 00:00:00,Paid Search,1,False,Region_A
4351,2026-01-25 06:00:00,Referral,2,True,Region_A
4352,2026-01-25 00:00:00,Organic,1,False,Region_B
4352,2026-01-25 06:00:00,Referral,2,False,Region_B
4352,2026-01-25 12:00:00,Referral,3,False,Region_B
4352,2026-01-25 18:00:00,Influencer,4,True,Region_B
4353,2026-01-25 00:00:00,Influencer,1,False,Region_B
4353,2026-01-25 06:00:00,Direct,2,False,Region_B
4353,2026-01-25 12:00:00,Paid Social,3,True,Region_B
4354,2026-01-25 00:00:00,Paid Social,1,True,Region_A
4355,2026-01-25 00:00:00,Influencer,1,False,Region_B
4355,2026-01-25 06:00:00,Paid Search,2,True,Region_B
4356,2026-01-25 00:00:00,Paid Search,1,True,Region_B
4357,2026-01-25 00:00:00,Influencer,1,False,Region_A
4357,2026-01-25 06:00:00,Referral,2,False,Region_A
4357,2026-01-25 12:00:00,Paid Search,3,False,Region_A
4357,2026-01-25 18:00:00,Paid Social,4,True,Region_A
4358,2026-01-25 00:00:00,Paid Search,1,True,Region_A
4359,2026-01-25 00:00:00,Direct,1,True,Region_A
4360,2026-01-25 00:00:00,Paid Social,1,False,Region_A
4360,2026-01-25 06:00:00,Paid Search,2,True,Region_A
4361,2026-01-25 00:00:00,Influencer,1,False,Region_A
4361,2026-01-25 06:00:00,Paid Search,2,False,Region_A
4361,2026-01-25 12:00:00,Paid Search,3,False,Region_A
4361,2026-01-25 18:00:00,Organic,4,True,Region_A
4362,2026-01-25 00:00:00,Direct,1,True,Region_A
4363,2026-01-25 00:00:00,Influencer,1,False,Region_A
4363,2026-01-25 06:00:00,Paid Social,2,False,Region_A
4363,2026-01-25 12:00:00,Paid Search,3,False,Region_A
4363,2026-01-25 18:00:00,Organic,4,True,Region_A
4364,2026-01-25 00:00:00,Influencer,1,False,Region_B
4364,2026-01-25 06:00:00,Referral,2,True,Region_B
4365,2026-01-25 00:00:00,Organic,1,True,Region_B
4366,2026-01-25 00:00:00,Influencer,1,False,Region_A
4366,2026-01-25 06:00:00,Paid Search,2,True,Region_A
4367,2026-01-25 00:00:00,Paid Search,1,False,Region_B
4367,2026-01-25 06:00:00,Referral,2,True,Region_B
4368,2026-01-25 00:00:00,Paid Search,1,False,Region_A
4368,2026-01-25 06:00:00,Referral,2,True,Region_A
4369,2026-01-25 00:00:00,Paid Search,1,True,Region_A
4370,2026-01-25 00:00:00,Paid Social,1,False,Region_A
4370,2026-01-25 06:00:00,Influencer,2,True,Region_A
4371,2026-01-25 00:00:00,Direct,1,True,Region_A
4372,2026-01-25 00:00:00,Referral,1,False,Region_B
4372,2026-01-25 06:00:00,Paid Social,2,False,Region_B
4372,2026-01-25 12:00:00,Paid Search,3,False,Region_B
4372,2026-01-25 18:00:00,Direct,4,True,Region_B
4373,2026-01-25 00:00:00,Paid Social,1,False,Region_B
